People - toopicc
Work and business
Travel
Politics and society
Homes and buildings
The natural world
Food and drink
Sport

People - toopicc
Education - topicc


charter flight    								<--->  noun+C2    
check-in    								<--->  noun+B1    
check in    								<--->  phrasal verb+A2
class    								<--->  noun+B1    
clearance    								<--->  noun+C2    
club class    								<--->  noun+C2    
coach    								<--->  noun+C2    
cockpit    								<--->  noun+C1    
code-sharing    								<--->  noun+C2    
concourse    								<--->  noun+C2    
connection    								<--->  noun+B2    
contrail    								<--->  noun+C2    
control tower    								<--->  noun+C1    
conveyor belt    								<--->  noun+C2    
co-pilot    								<--->  noun+C1    
copter    								<--->  noun+C2    
cowling    								<--->  noun+C2    
crash-dive    								<--->  verb+C2    
crash-land    								<--->  verb+C1    
crash landing    								<--->  noun+C1    
customs    								<--->  noun+C2    
deep vein thrombosis    								<--->  noun+C2    
delta wing    								<--->  noun+C2    
departure    								<--->  noun+B1    
deplane    								<--->  verb+C2    
descent    								<--->  noun+C1    
disembark    								<--->  verb+C2    
disembarkation    								<--->  noun+C2    
distress    								<--->  noun+C1    
ditch    								<--->  verb+C2    
dive    								<--->  verb+B2    
dive    								<--->  noun+B2    
domestic    								<--->  adjective+B2    
drone    								<--->  noun+C2    
dual controls    								<--->  noun+C2    
duty-free shop    								<--->  noun+C2    
economy class syndrome    								<--->  noun+C2    
ejector seat    								<--->  noun+C2    
elevator    								<--->  noun+C2    
engineer    								<--->  noun+B1    
ETA    								<--->  abbreviation+C2    
ETD    								<--->  abbreviation+C2    
e-ticket    								<--->  noun+B2    
excess baggage    								<--->  noun+C1    
fare    								<--->  noun+B2    
fighter    								<--->  noun+C1    
fin    								<--->  noun+C2    
first-class    								<--->  adjective+B1    
first class    								<--->  noun+B1    
first class -  <--> adverb+B1    
flap    								<--->  noun+C2    
flier    								<--->  noun+B2    
flight    								<--->  noun+A1    
flight attendant    								<--->  noun+B1    
flight crew    								<--->  noun+B2    
flight deck    								<--->  noun+C2    
flight path    								<--->  noun+C1    
flight recorder    								<--->  noun+C2    
fly    								<--->  verb+A1    
flyer    								<--->  noun+B2    
flying boat    								<--->  noun+C2    
forced landing    								<--->  noun+C1    
frequent flyer    								<--->  noun+B2    
fuselage    								<--->  noun+C2    
galley    								<--->  noun+C2    
gangway    								<--->  noun+C2    
gate    								<--->  noun+A2    
glide    								<--->  verb+C1    
glider    								<--->  noun+C2    
go-around    								<--->  noun+C2    
go-round    								<--->  noun+C2    
ground crew    								<--->  noun+C2    
gyroscope    								<--->  noun+C2    
hand baggage    								<--->  noun+B1    
hand luggage    								<--->  noun+B1    
hangar    								<--->  noun+C2    
hang-glider    								<--->  noun+C2    
hatch    								<--->  noun+C2    
hatchway    								<--->  noun+C2    
helicopter    								<--->  noun+B1    
helipad    								<--->  noun+C2    
heliport    								<--->  noun+C2    
hold    								<--->  noun+C1    
hot-air balloon    								<--->  noun+B2    
hub    								<--->  noun+C1    
immigration    								<--->  noun+B2    
inboard    								<--->  adjective+C2    
in-flight    								<--->  adjective+C1    
intercom    								<--->  noun+C1    
international    								<--->  adjective+A2    
jet    								<--->  noun+B2    
jet    								<--->  verb+C1    
jet engine    								<--->  noun+B2    
jet lag    								<--->  noun+C1    
jetliner    								<--->  noun+C2    
joystick    								<--->  noun+C2    
jumbo    								<--->  noun+C1    
jump jet    								<--->  noun+C2    
land    								<--->  verb+A2    
landing    								<--->  noun+B2    
landing card    								<--->  noun+B2    
landing gear    								<--->  noun+C2    
landing strip    								<--->  noun+C2    
last call    								<--->  noun+B2    
leading edge    								<--->  noun+C2    
legroom    								<--->  noun+B2    
light aircraft    								<--->  noun+B2    
log    								<--->  noun+C1    
long-haul    								<--->  adjective+C1    
long haul    								<--->  noun+C1    
lounge    								<--->  noun+B2    
Mayday    								<--->  noun+C2    
metal detector    								<--->  noun+C1    
microlight    								<--->  noun+C2    
mid-air    								<--->  noun+C1    
mid-air    								<--->  adjective+C1    
monoplane    								<--->  noun+C2    
navigate    								<--->  verb+B2    
navigator    								<--->  noun+B2    
no-fly zone    								<--->  noun+C1    
nose    								<--->  noun+B1    
nose cone    								<--->  noun+C2    
on-board    								<--->  adjective+B2    
one-way    								<--->  adjective+B1    
originate    								<--->  verb+C1    
outboard    								<--->  adjective+C2    
overbook    								<--->  verb+C2    
overfly    								<--->  verb+C2    
overshoot    								<--->  verb+C2    
oxygen mask    								<--->  noun+C1    
parachute    								<--->  noun+B2    
parachute    								<--->  verb+B2    
parachutist    								<--->  noun+C1    
paraglider    								<--->  noun+C2    
passenger    								<--->  noun+A2    
passport    								<--->  noun+A1    
payload    								<--->  noun+C2    
pilot    								<--->  noun+A2    
plane    								<--->  noun+A1    
planeload    								<--->  noun+C2    
propeller    								<--->  noun+C2    
radar    								<--->  noun+C1    
red-eye    								<--->  noun+C2    
refuel    								<--->  verb+C1    
reservation    								<--->  noun+B1    
return ticket    								<--->  noun+A2    
rocket    								<--->  noun+B2    
round trip    								<--->  noun+B1    
round-trip    								<--->  adjective+B1    
rudder    								<--->  noun+C2    
runway    								<--->  noun+B2    
safety belt    								<--->  noun+B1    
scheduled flight    								<--->  noun+C1    
seaplane    								<--->  noun+B1    
seat    								<--->  noun+A2    
seat belt    								<--->  noun+B1    
security    								<--->  noun+B1    
short-haul    								<--->  adjective+C1    
sick    								<--->  adjective+A1    
sick bag    								<--->  noun+B2    
single    								<--->  adjective+A2    
ski-plane    								<--->  noun+C2    
skycap    								<--->  noun+C2    
sky marshal    								<--->  noun+C2    
soar    								<--->  verb+C1    
sonic boom    								<--->  noun+C2    
spacecraft    								<--->  noun+B2    
spaceship    								<--->  noun+B1    
space shuttle    								<--->  noun+C1    
spoiler    								<--->  noun+C2    
stabilizer    								<--->  noun+C2    
stack    								<--->  verb+C2    
standby    								<--->  adjective+C2    
steward    								<--->  noun+C1    
stewardess    								<--->  noun+C1    
stick    								<--->  noun+C1    
stopover    								<--->  noun+C2    
stowage    								<--->  noun+C2    
tail    								<--->  noun+B1    
tailplane    								<--->  noun+C2    
tailspin    								<--->  noun+C2    
take-off    								<--->  noun+B2    
take off    								<--->  phrasal verb+A2
Tarmac™    								<--->  noun+C2    
taxi    								<--->  verb+C2    
taxiway    								<--->  noun+C2    
terminal    								<--->  noun+B2    
test flight    								<--->  noun+B2    
test pilot    								<--->  noun+B2    
ticket    								<--->  noun+A1    
touch down    								<--->  phrasal verb+C1
touchdown    								<--->  noun+C2    
tourist class    								<--->  noun+C1    
transit    								<--->  noun+C1    
travelator    								<--->  noun+C2    
travel-sick    								<--->  adjective+B1    
travel sickness    								<--->  noun+B1    
travolator    								<--->  noun+C2    
turbojet    								<--->  noun+C2    
turboprop    								<--->  noun+C2    
turbulence    								<--->  noun+C1    
ultralight    								<--->  noun+C2    
undercarriage    								<--->  noun+C2    
upgrade    								<--->  verb+C1    
warplane    								<--->  noun+B2    
window seat    								<--->  noun+B1    
wing    								<--->  noun+B1    


Transport by bus and train - topicc

aboard    								<--->   <--> adverb+C1    
aisle    								<--->  noun+B2    
alight    								<--->  verb+C2    
baggage car    								<--->  noun+C1    
bendy bus    								<--->  noun+C2    
berth    								<--->  noun+C2    
board    								<--->  verb+B1    
boat train    								<--->  noun+B2    
book    								<--->  verb+A2    
booking    								<--->  noun+B2    
booking office    								<--->  noun+B2    
boxcar    								<--->  noun+C2    
branch    								<--->  noun+C1    
buffer    								<--->  noun+C2    
buffet car    								<--->  noun+C1    
bullet train    								<--->  noun+C2    
bunk    								<--->  noun+C2    
bus    								<--->  noun+A1    
bus lane    								<--->  noun+B2    
bus pass    								<--->  noun+B1    
bus stand    								<--->  noun+C2    
bus station    								<--->  noun+A1    
bus stop    								<--->  noun+A1    
cab    								<--->  noun+C1    
car    								<--->  noun+C1    
carriage    								<--->  noun+C1    
catch    								<--->  verb+A2    
change    								<--->  verb+A2    
class    								<--->  noun+B1    
club car    								<--->  noun+C2    
coach    								<--->  noun+A2    
coachwork    								<--->  noun+C2    
commute    								<--->  verb+B1    
commute    								<--->  noun+B1    
compartment    								<--->  noun+C1    
concession    								<--->  noun+C2    
concourse    								<--->  noun+C2    
conductor    								<--->  noun+C2    
connection    								<--->  noun+B2    
container    								<--->  noun+C1    
corridor    								<--->  noun+B2    
couchette    								<--->  noun+C2    
coupling    								<--->  noun+C2    
cutting    								<--->  noun+C2    
day return    								<--->  noun+B2    
deck    								<--->  noun+B2    
departure    								<--->  noun+B1    
depot    								<--->  noun+C2    
derail    								<--->  verb+C2    
derailment    								<--->  noun+C2    
detrain    								<--->  verb+C2    
dining car    								<--->  noun+C1    
double-decker    								<--->  noun+C1    
embankment    								<--->  noun+C2    
emergency brake    								<--->  noun+C1    
engine    								<--->  noun+A2    
engine driver    								<--->  noun+B2    
e-ticket    								<--->  noun+B2    
express    								<--->  noun+B1    
fare    								<--->  noun+B2    
first class    								<--->  noun+B1    
first class -  <--> adverb+B1    
flatcar    								<--->  noun+C2    
freight    								<--->  noun+C1    
freight car    								<--->  noun+C1    
freight train    								<--->  noun+C1    
funicular    								<--->  noun+C2    
gage    								<--->  noun+C2    
gauge    								<--->  noun+C2    
get    								<--->  verb+A1    
goods train    								<--->  noun+C1    
grade crossing    								<--->  noun+C2    
gradient    								<--->  noun+C1    
guard    								<--->  noun+B2    
guard’s van    								<--->  noun+C1    
hail    								<--->  verb+C2    
halt    								<--->  noun+C2    
hop    								<--->  verb+C2    
inspector    								<--->  noun+B2    
junction    								<--->  noun+C1    
left luggage office    								<--->  noun+B2    
level crossing    								<--->  noun+C2    
light railway    								<--->  noun+C1    
line    								<--->  noun+A2    
local    								<--->  noun+B2    
locomotive    								<--->  noun+C2    
loop    								<--->  noun+C2    
luggage rack    								<--->  noun+C1    
luggage van    								<--->  noun+C1    
main line    								<--->  noun+B2    
main-line    								<--->  adjective+B2    
marshalling yard    								<--->  noun+C2    
mass transit    								<--->  noun+C1    
metro    								<--->  noun+A2    
monorail    								<--->  noun+C2    
narrow gauge    								<--->  noun+C2    
non-stop    								<--->  adjective+B1    
observation car    								<--->  noun+C1    
office    								<--->  noun+A1    
one-way    								<--->  adjective+B1    
overbridge    								<--->  noun+C2    
park and ride    								<--->  noun+C2    
pass    								<--->  noun+B1    
passenger    								<--->  noun+A2    
platform    								<--->  noun+A2    
ply    								<--->  verb+C2    
point    								<--->  noun+C2    
porter    								<--->  noun+C1    
public transport    								<--->  noun+A2    
pull away    								<--->  phrasal verb+C1
pull in    								<--->  phrasal verb+C1
Pullman    								<--->  noun+C2    
pull out    								<--->  phrasal verb+C1
rail    								<--->  noun+B2    
railcar    								<--->  noun+C1    
railcard    								<--->  noun+C2    
railhead    								<--->  noun+C2    
railroad    								<--->  noun+B1    
railroad crossing    								<--->  noun+B2    
railway    								<--->  noun+A2    
rapid transit    								<--->  noun+C1    
redcap    								<--->  noun+C2    
request stop    								<--->  noun+C1    
reservation    								<--->  noun+B1    
restaurant car    								<--->  noun+C1    
return    								<--->  noun+B1    
return ticket    								<--->  noun+A2    
rolling stock    								<--->  noun+C2    
round trip    								<--->  noun+B1    
round-trip    								<--->  adjective+B1    
route    								<--->  noun+A2    
run    								<--->  verb+B1    
schedule    								<--->  noun+A2    
season ticket    								<--->  noun+C1    
seat    								<--->  noun+A2    
second class    								<--->  noun+B1    
service    								<--->  noun+B2    
shunt    								<--->  verb+C2    
shuttle    								<--->  noun+C1    
siding    								<--->  noun+C2    
signal box    								<--->  noun+C2    
signaller    								<--->  noun+C2    
signalman    								<--->  noun+C2    
single    								<--->  adjective+A2    
single    								<--->  noun+A2    
single-decker    								<--->  noun+C1    
sleeper    								<--->  noun+C2    
sleeping car    								<--->  noun+C1    
spur    								<--->  noun+C2    
station    								<--->  noun+A1    
station agent    								<--->  noun+C2    
stationmaster    								<--->  noun+C2    
stop    								<--->  noun+A1    
stopping train    								<--->  noun+B1    
subway    								<--->  noun+A2    
switch    								<--->  noun+C2    
switchback    								<--->  noun+C2    
take    								<--->  verb+A1    
Tannoy™    								<--->  noun+C2    
terminal    								<--->  noun+B2    
terminate    								<--->  verb+C2    
terminus    								<--->  noun+C2    
third class -  <--> adverb+B1    
through -  <--> adverb+A2    
through    								<--->  adjective+B2    
ticket    								<--->  noun+A1    
tie    								<--->  noun+C2    
timetable    								<--->  noun+A2    
track    								<--->  noun+A2    
train    								<--->  noun+A1    
trainman    								<--->  noun+C2    
trainspotter    								<--->  noun+C2    
transfer    								<--->  noun+C1    
transit    								<--->  noun+C1    
truck    								<--->  noun+B1    
tube    								<--->  noun+C2    
tunnel    								<--->  noun+B2    
uncouple    								<--->  verb+C2    
underground    								<--->  noun+A2    
underpass    								<--->  noun+C2    
van    								<--->  noun+C1    
vestibule    								<--->  noun+C2    
viaduct    								<--->  noun+C2    
wagon    								<--->  noun+C1    
waiting room    								<--->  noun+A2    
whistle    								<--->  noun+B2    
window seat    								<--->  noun+B1    


Transport by car or lorry - topicc

accelerate    								<--->  verb+C1    
accelerator    								<--->  noun+C1    
access road    								<--->  noun+C1    
accident    								<--->  noun+A2    
airbag    								<--->  noun+C2    
air-conditioned    								<--->  adjective+B2    
air conditioning    								<--->  noun+B2    
all-terrain    								<--->  adjective+C2    
all-wheel drive    								<--->  noun+C1    
ALPR    								<--->  noun+C2    
ambulance    								<--->  noun+B2    
ANPR    								<--->  noun+C2    
anti-roll bar    								<--->  noun+C2    
approach    								<--->  noun+C1    
armrest    								<--->  noun+C2    
A-road    								<--->  noun+C2    
artery    								<--->  noun+C2    
articulated    								<--->  adjective+C2    
asphalt    								<--->  noun+C2    
assembly line    								<--->  noun+C1    
automaker    								<--->  noun+C2    
automatic    								<--->  noun+C1    
automatic license plate recognition    								<--->  noun+C2    
automatic number plate recognition    								<--->  noun+C2    
automatic transmission    								<--->  noun+C2    
automobile    								<--->  noun+B2    
autonomous    								<--->  adjective+C2    
autorickshaw    								<--->  noun+C2    
avenue    								<--->  noun+C1    
axle    								<--->  noun+C1    
backfire    								<--->  verb+C2    
backhoe    								<--->  noun+C2    
back-seat driver    								<--->  noun+C2    
backstreet    								<--->  noun+C2    
bakkie    								<--->  noun+C2    
banger    								<--->  noun+C2    
bank    								<--->  noun+C1    
battery    								<--->  noun+B1    
beach buggy    								<--->  noun+C2    
beater    								<--->  noun+C2    
beep    								<--->  noun+C1    
beep    								<--->  verb+C1    
Belisha beacon    								<--->  noun+C2    
beltway    								<--->  noun+C2    
bend    								<--->  noun+B1    
bicycle    								<--->  noun+A1    
bicycle lane    								<--->  noun+B2    
bike    								<--->  noun+A1    
bike    								<--->  verb+B1    
bike lane    								<--->  noun+B2    
biker    								<--->  noun+C1    
billboard    								<--->  noun+B2    
bingle    								<--->  noun+C2    
biofuel    								<--->  noun+B2    
black cab    								<--->  noun+C2    
black ice    								<--->  noun+C2    
Black Maria    								<--->  noun+C2    
blacktop    								<--->  noun+C2    
blind    								<--->  adjective+C2    
blind spot    								<--->  noun+C2    
blinker    								<--->  noun+C2    
block    								<--->  noun+B1    
block    								<--->  verb+B1    
block in    								<--->  phrasal verb+C2
blowout    								<--->  noun+C2    
body    								<--->  noun+B2    
body shop    								<--->  noun+C2    
bodywork    								<--->  noun+C2    
bollard    								<--->  noun+C2    
bonnet    								<--->  noun+C2    
booster seat    								<--->  noun+C2    
bottleneck    								<--->  noun+C2    
boulevard    								<--->  noun+C1    
boy racer    								<--->  noun+C2    
brake    								<--->  noun+B2    
brake    								<--->  verb+B2    
brake light    								<--->  noun+B2    
brake pad    								<--->  noun+C2    
branch off    								<--->  phrasal verb+C2
break down    								<--->  phrasal verb+B1
breakdown    								<--->  noun+C1    
breakdown lane    								<--->  noun+C1    
breakdown truck    								<--->  noun+B2    
breath test    								<--->  noun+C2    
B-road    								<--->  noun+C2    
bucket seat    								<--->  noun+C2    
buggy    								<--->  noun+C1    
bulldozer    								<--->  noun+C2    
bump    								<--->  noun+C1    
bumper    								<--->  noun+C2    
burn rubber    								<--->  idiom+C2
bus    								<--->  noun+A1    
bus lane    								<--->  noun+B2    
bypass    								<--->  noun+C1    
bypass    								<--->  verb+C1    
byroad    								<--->  noun+C2    
byway    								<--->  noun+C2    
cab    								<--->  noun+B2    
cabby    								<--->  noun+C2    
cabriolet    								<--->  noun+C2    
Cadillac™    								<--->  noun+C2    
camber    								<--->  noun+C2    
camper    								<--->  noun+C1    
car    								<--->  noun+A1    
caravan    								<--->  noun+B2    
carburettor    								<--->  noun+C2    
careen    								<--->  verb+C2    
career    								<--->  verb+C2    
carjack    								<--->  verb+C2    
carjacking    								<--->  noun+C2    
car park    								<--->  noun+A1    
car pool    								<--->  noun+C2    
carriageway    								<--->  noun+C2    
car seat    								<--->  noun+B1    
carsick    								<--->  adjective+B1    
carsickness    								<--->  noun+B1    
cart    								<--->  noun+B2    
car wash    								<--->  noun+B1    
catalytic converter    								<--->  noun+C2    
Catseye™    								<--->  noun+C2    
cattle grid    								<--->  noun+C2    
causeway    								<--->  noun+C2    
central locking    								<--->  noun+C2    
central reservation    								<--->  noun+C2    
change down    								<--->  phrasal verb+C2
change up    								<--->  phrasal verb+C2
chassis    								<--->  noun+C2    
chauffeur    								<--->  noun+C1    
checkpoint    								<--->  noun+C2    
Chelsea tractor    								<--->  noun+C2    
child restraint    								<--->  noun+C2    
choke    								<--->  noun+C2    
chopper    								<--->  noun+C2    
clamp    								<--->  noun+C2    
clearway    								<--->  noun+C2    
clock    								<--->  noun+C2    
clock    								<--->  verb+C2    
closure    								<--->  noun+C1    
clunker    								<--->  noun+C2    
clutch    								<--->  noun+C2    
coach    								<--->  noun+A2    
coachwork    								<--->  noun+C2    
coast    								<--->  verb+C2    
cobbled    								<--->  adjective+C2    
cobbles    								<--->  noun+C2    
collide    								<--->  verb+C1    
collision    								<--->  noun+C1    
combi    								<--->  noun+C2    
combustion chamber    								<--->  noun+C2    
commute    								<--->  verb+B1    
compact    								<--->  noun+C2    
company car    								<--->  noun+B1    
conductor    								<--->  noun+C2    
cone    								<--->  noun+B2    
cone off    								<--->  phrasal verb+C2
congestion charge    								<--->  noun+C2    
congestion charging    								<--->  noun+C2    
constructor    								<--->  noun+C1    
contraflow    								<--->  noun+C2    
convertible    								<--->  adjective+C2    
convertible    								<--->  noun+C2    
cordon off    								<--->  phrasal verb+C2
corner    								<--->  noun+A2    
corridor    								<--->  noun+C1    
coupé    								<--->  noun+C2    
courier    								<--->  noun+C1    
courtesy    								<--->  adjective+C2    
crankshaft    								<--->  noun+C2    
crash    								<--->  noun+B2    
crash    								<--->  verb+B2    
crash barrier    								<--->  noun+C2    
crash helmet    								<--->  noun+C1    
crash-test    								<--->  verb+C1    
crash-test dummy    								<--->  noun+C2    
crescent    								<--->  noun+C2    
crossing    								<--->  noun+B2    
crossover    								<--->  noun+C2    
crossroads    								<--->  noun+B2    
cross street    								<--->  noun+C2    
crosswalk    								<--->  noun+C2    
cruise    								<--->  verb+C1    
cruise control    								<--->  noun+C2    
cruiser    								<--->  noun+C2    
crumple zone    								<--->  noun+C2    
cubbyhole    								<--->  noun+C2    
curb    								<--->  noun+C2    
curbside    								<--->  noun+C2    
cut in    								<--->  phrasal verb+C2
cut up    								<--->  phrasal verb+C2
cycle    								<--->  noun+A2    
cycle lane    								<--->  noun+B2    
cycle rickshaw    								<--->  noun+C2    
cyclist    								<--->  noun+B1    
daladala    								<--->  noun+C2    
dashboard    								<--->  noun+C2    
dead end    								<--->  noun+C2    
dealer    								<--->  noun+B2    
dealership    								<--->  noun+C2    
decompressor    								<--->  noun+C2    
Denver boot    								<--->  noun+C2    
designated driver    								<--->  noun+C2    
detail    								<--->  verb+C2    
detour    								<--->  noun+C2    
dial    								<--->  noun+C1    
diesel    								<--->  noun+C1    
ding    								<--->  noun+C2    
dip    								<--->  verb+C2    
dipstick    								<--->  noun+C2    
dirt road    								<--->  noun+C2    
ditch    								<--->  noun+C1    
diversion    								<--->  noun+C1    
divide    								<--->  verb+B1    
divided highway    								<--->  noun+C2    
dockless bike    								<--->  noun+C2    
dog-leg    								<--->  noun+C2    
double-park    								<--->  verb+C2    
drink-driver    								<--->  noun+C1    
drink-driving    								<--->  noun+B2    
drive    								<--->  verb+A1    
drive    								<--->  noun+A2    
drive away    								<--->  phrasal verb+B1
drive off    								<--->  phrasal verb+B2
drive on    								<--->  phrasal verb+B2
driver    								<--->  noun+A1    
driverless    								<--->  adjective+B1    
drive time    								<--->  noun+C2    
drive-time    								<--->  adjective+C2    
driveway    								<--->  noun+B2    
driving licence    								<--->  noun+B2    
driving school    								<--->  noun+B2    
driving test    								<--->  noun+B1    
driving under the influence    								<--->  noun+C2    
driving while intoxicated    								<--->  noun+C2    
drop    								<--->  verb+B2    
drunk driving    								<--->  noun+B2    
drunken driving    								<--->  noun+C1    
dual carriageway    								<--->  noun+C2    
dual control    								<--->  adjective+C2    
dual controls    								<--->  noun+C2    
dumper truck    								<--->  noun+C2    
dune buggy    								<--->  noun+C2    
dustcart    								<--->  noun+C2    
electric    								<--->  noun+C1    
embankment    								<--->  noun+C2    
engine    								<--->  noun+A2    
escort    								<--->  noun+C2    
estate car    								<--->  noun+C2    
exhaust    								<--->  noun+C1    
exit    								<--->  noun+B2    
express lane    								<--->  noun+C1    
expressway    								<--->  noun+C2    
fan belt    								<--->  noun+C2    
fast lane    								<--->  noun+B2    
feeder    								<--->  adjective+C2    
fender    								<--->  noun+C2    
fender bender    								<--->  noun+C2    
filler cap    								<--->  noun+C2    
filling station    								<--->  noun+C2    
fill-up    								<--->  noun+C2    
filter    								<--->  verb+C2    
fin    								<--->  noun+C2    
fire engine    								<--->  noun+B2    
fire hydrant    								<--->  noun+C2    
fire truck    								<--->  noun+B2    
flasher    								<--->  noun+C2    
flat    								<--->  noun+C1    
floor    								<--->  verb+C2    
flyover    								<--->  noun+C2    
fog lamp    								<--->  noun+C2    
footbrake    								<--->  noun+C2    
footway    								<--->  noun+C2    
forecourt    								<--->  noun+C2    
fork    								<--->  noun+C1    
fork    								<--->  verb+C1    
forklift truck    								<--->  noun+C2    
four-by-four    								<--->  noun+C2    
four-stroke    								<--->  adjective+C2    
four-wheel drive    								<--->  noun+C1    
freeway    								<--->  noun+B2    
front    								<--->  noun+C1    
front end    								<--->  noun+C1    
front-end loader    								<--->  noun+C2    
front-wheel drive    								<--->  noun+C2    
fuel injection    								<--->  noun+C2    
full beam    								<--->  noun+C2    
furniture van    								<--->  noun+B1    
garage    								<--->  noun+B1    
garbage truck    								<--->  noun+C1    
gas    								<--->  noun+A2    
gas guzzler    								<--->  noun+C2    
gas-guzzling    								<--->  adjective+C2    
gas pedal    								<--->  noun+C1    
gas station    								<--->  noun+B1    
gated    								<--->  adjective+C2    
gear    								<--->  noun+C1    
gearbox    								<--->  noun+C2    
gear lever    								<--->  noun+C2    
gearshift    								<--->  noun+C2    
give way (to somebody/something)    								<--->  idiom+C2
glove compartment    								<--->  noun+C2    
go-faster stripes    								<--->  noun+C2    
GPS    								<--->  noun+B2    
grade crossing    								<--->  noun+C2    
gradient    								<--->  noun+C1    
gravel    								<--->  noun+C2    
gravelled    								<--->  adjective+C2    
grease monkey    								<--->  noun+C2    
gridlock    								<--->  noun+C2    
grit    								<--->  verb+C2    
guard rail    								<--->  noun+C2    
gun    								<--->  verb+C2    
gutter    								<--->  noun+C2    
hairpin bend    								<--->  noun+C2    
handbrake    								<--->  noun+C1    
handbrake turn    								<--->  noun+C2    
handle    								<--->  verb+C2    
handling    								<--->  noun+C2    
hard shoulder    								<--->  noun+C2    
hardtop    								<--->  noun+C2    
hatchback    								<--->  noun+C2    
haulier    								<--->  noun+C2    
hazard lights    								<--->  noun+C2    
headlamp    								<--->  noun+C1    
headlight    								<--->  noun+C1    
head-on    								<--->  adjective+C2    
headrest    								<--->  noun+C2    
hearse    								<--->  noun+C2    
heavy    								<--->  adjective+B2    
heavy goods vehicle    								<--->  noun+C2    
Hells Angel™    								<--->  noun+C2    
helmet    								<--->  noun+B2    
HGV    								<--->  noun+C2    
high beams    								<--->  noun+C2    
high road    								<--->  noun+C2    
highway    								<--->  noun+B2    
hit-and-run    								<--->  adjective+C2    
hitch    								<--->  verb+C2    
hitchhike    								<--->  verb+C1    
hitchhiker    								<--->  noun+C1    
hitchhiking    								<--->  noun+C1    
hoarding    								<--->  noun+C2    
hold    								<--->  verb+C2    
hold-up    								<--->  noun+C2    
honk    								<--->  noun+C2    
honk    								<--->  verb+C2    
hood    								<--->  noun+C2    
hoon    								<--->  noun+C2    
hoon    								<--->  verb+C2    
hooter    								<--->  noun+C2    
horn    								<--->  noun+C1    
horsebox    								<--->  noun+C2    
horse trailer    								<--->  noun+C1    
hot rod    								<--->  noun+C2    
hot-wire    								<--->  verb+C2    
HOV lane    								<--->  noun+C2    
hubcap    								<--->  noun+C2    
hydrant    								<--->  noun+C2    
idle    								<--->  verb+C2    
ignition    								<--->  noun+C2    
impassable    								<--->  adjective+C2    
indicate    								<--->  verb+C1    
indicator    								<--->  noun+C1    
inside    								<--->  noun+B2    
inside    								<--->  adjective+A2    
instructor    								<--->  noun+A2    
insure    								<--->  verb+C2    
interchange    								<--->  noun+C2    
internal combustion engine    								<--->  noun+C2    
interstate    								<--->  noun+C1    
jack    								<--->  noun+C2    
jackknife    								<--->  verb+C2    
jack up    								<--->  phrasal verb+C2
jalopy    								<--->  noun+C2    
jam    								<--->  noun+B2    
JCB™    								<--->  noun+C2    
Jeep™    								<--->  noun+C1    
joyriding    								<--->  noun+C2    
juggernaut    								<--->  noun+C2    
jumper cable    								<--->  noun+C2    
jump lead    								<--->  noun+C2    
jump-start    								<--->  verb+C2    
jump the lights    								<--->  idiom+C2
junction    								<--->  noun+C1    
junker    								<--->  noun+C2    
junkyard    								<--->  noun+C2    
kerb    								<--->  noun+C2    
kerbside    								<--->  noun+C2    
keyless    								<--->  adjective+B2    
kombi    								<--->  noun+C2    
lamp post    								<--->  noun+C1    
Land Rover™    								<--->  noun+C2    
lane    								<--->  noun+B2    
lay-by    								<--->  noun+C2    
learner    								<--->  noun+A2    
left-hand drive    								<--->  adjective+C2    
legroom    								<--->  noun+B2    
level crossing    								<--->  noun+C2    
license number    								<--->  noun+B2    
license plate    								<--->  noun+C1    
lift    								<--->  noun+B1    
limo    								<--->  noun+C1    
limousine    								<--->  noun+C1    
lock    								<--->  verb+B2    
logbook    								<--->  noun+C2    
lollipop lady    								<--->  noun+C2    
lollipop man    								<--->  noun+C2    
low beams    								<--->  noun+C2    
L-plate    								<--->  noun+C2    
macadam    								<--->  noun+C2    
main road    								<--->  noun+B1    
main street    								<--->  noun+B1    
make    								<--->  noun+B2    
manhole    								<--->  noun+C2    
manifold    								<--->  noun+C2    
manual    								<--->  noun+C2    
marque    								<--->  noun+C2    
matatu    								<--->  noun+C2    
mechanic    								<--->  noun+B2    
median    								<--->  noun+C2    
mews    								<--->  noun+C2    
mileometer    								<--->  noun+C2    
milepost    								<--->  noun+C2    
milometer    								<--->  noun+C2    
minibus    								<--->  noun+C1    
mini-roundabout    								<--->  noun+C2    
minivan    								<--->  noun+C2    
misfire    								<--->  verb+C2    
moped    								<--->  noun+C1    
MOT    								<--->  noun+C2    
motor    								<--->  noun+C1    
motor    								<--->  verb+B2    
motorbike    								<--->  noun+A2    
motor car    								<--->  noun+A2    
motorcycle    								<--->  noun+A2    
motorcyclist    								<--->  noun+B2    
motorhome    								<--->  noun+C2    
motorist    								<--->  noun+C1    
motorway    								<--->  noun+A2    
mountain bike    								<--->  noun+B2    
moving van    								<--->  noun+C1    
MPV    								<--->  noun+C2    
mudflap    								<--->  noun+C2    
muffler    								<--->  noun+C2    
navigate    								<--->  verb+B2    
nearside    								<--->  adjective+C2    
nose to tail    								<--->  idiom+C2
number plate    								<--->  noun+C1    
obstruct    								<--->  verb+C2    
obstruction    								<--->  noun+C2    
odometer    								<--->  noun+C2    
